text,label,label_name
These took awhile to get here but they were still good and tasted fine. Considering the price though I am not sure I would order these again since I can get them a lot cheaper in the stores. ,1,bagel
"I normally do not like the high protein breads, but this was really good!  The texture was not rubbery and is packed full of protein that kept me full for hours! ",1,bagel
Wanted a high protein breakfast food and this is it.  A little bit chewy but it doesn't change the taste.  Best tasting bagel when looking for high protein food. ,1,bagel
"I ordered these kosher bagels twice in the past month.  The first time they came within 2 days or so, and they still had that fresh bagel aroma.  They are not quite as chewy or big as the ones my Bubbe used to get in Queens, but still good.  The second time, there was a delay of about 2 days before shipping, plus 2-3 days to get to us in Tennessee.  Although they weren't stale, the flavor naturally wasn't quite as good. The bakery, Davidovich of New York, included a 7th bagel for free.  (Maybe as compensation? Anyway, thank you!)  Their enclosed card marks a location on a map in midtown Manhattan, but the package was shipped from Woodside, Queens.<br />The bagels are good enough that I may try them again.  It would be nice if they would offer some varieties other than Plain.  How about Poppy Seed, Onion, Egg, Sesame, or ""Everything""?<br />Also, I urge the seller to provide better packaging for shipment around the country, perhaps a vacuum seal, since the shipping method is UPS Ground.<br />FLASH (11/5/09): The seller has now more than doubled the price of the 6 bagels, from $4.50 to $9.50, PLUS it's still $5.49 shipping -- way too expensive, in my opinion!  Maybe they intended to provide FREE shipping, which would be a $.50 reduction vs. the previous total? ",1,bagel
"Yes, that is correct. This type of bagel sold through Amazon,  you could get in the local supermarkets in Queens, NY. , for about $5.00 a dozen. There ok , but not as good as the one's made in the bagel shops. Those made in and for the bagel shops were very special and cost around $10.00 a dozen. ",1,bagel
"Do not order these bagels the texture is like a hamburger bun and the taste is not like a true bagel, ",1,bagel
"These are not bagels. If you want Parker House Rolls then buy these. If you want real bagels, don't waste your money. We gave ours away they were so bad we could not eat them.  If there was a half star rating I would give that rating. ",1,bagel
"Time - Was suppose to arrived in a few days but arrievd next day.<br /><br /> Taste - Absolutely delicious, worth to buy, and most of all stays very fresh.<br /><br />Packed - Was well packed and easy to serve.<br /><br />Bottom Line - If you're looking for fresh bagels and a easy way to get it to you house, this is your answer!<br /><br />Enjoy! ",1,bagel
I was very disappointed in these what you are calling bagels. .  They are NOT bagels and I will never order them again. ,1,bagel
"Perfect Bagels, nice size, great texture. Put them in the freezer to keep them fresh longer, or pop one in the toaster for a quick fix treat. ",1,bagel
WOW!  This one is truly a NY bagel.  It is the best tasting bagel I have ever tried.  Excellent with cream cheese and lox! ,1,bagel
These come up in a search for low carb items but yet there is no nutritional data I could find anywhere.  I am not taking the chance. ,1,bagel
"I have been eating bagles all of my life and these are the worst. they look like big rolls and taste like heavy bread.  i ate one with lox and cream chese and it sat in my tummy like a ball of lead for 2 days.  I tried to give them to my neighbors with no luck after they tasted them and made a sick face and spit it out. the worst part is very funny to other people because I ordered 8 dozen for over $80.00.  I have been buying from Amazon for years and have never sent anything back, and this is the 1st review I have written about products that I got from Amazon . I did not return them because by the time they would have received them they would have been stale and god knows what the shipping would have coat Amazon. If you buy them go fishing and you can use them a sinkers.<br />amazon.Well it pay to learn, that what my pappy used to say.  these were not purchased from Amazon. The shipper was LILLYS HOME STYLE OUT OF NEW YORK.  i WENT TO WALL MART AND GOT SOME GOOD LADNERS BAGLES SO I COULD EAT MY LOX. GOOD BUY  TWIGGY ",1,bagel
"MM's Review:  I enjoy these bagels as one of the most delicious -ly important source of protein in my daily meal plan.  If possible, I like to have at least 2 to 3 servings per day.  These plain bagels are low in sodium, fat without adding any toppings and not too bad for the gluten- intolerant person.  One of the blueberry bagel is sweet enough by itself for a natural carbohydrate treat!  There are nutritional and life sustaining value when one has a consumable meal or snack of this yummy and worthy bread for life to satisfy one's hunger.  Thank you to the baker's of these tasty bagel's. ",1,bagel
Thomas' makes incredible English Muffins.  The people who designed their bagels have never had bagels.  Thomas' Bagels are Bagel shaped bread.  There is nothing bagel about it. ,1,bagel
"I really liked the light sugar taste. not overly sugary, but a yummy cinnamon flavor and a very nice treat! taste like normal bagel chips except that they are gluten- free. Glutino does a great job here. ",1,bagel
"These are very tasty, not too sweet, and very crunchy.  I have to hide them from the kids because they love them but they don't need to eat gluten free like me. ",1,bagel
"All the bagels were broken, small pieces like somebody dropped them or stepped over the box. Not sure if it was from the shipping or from the manufacture but don't waste your money ordering it ",1,bagel
Great snack any time of the day. Good flavor and not too hard. Easy to carry anywhere. Even my granddaughter likes to eat them ,1,bagel
"Delicious and came in relatively whole state. Maybe a broken one here and there, but since they are cinnamon and sugar bagel chips it does not matter. ",1,bagel
"These are basically bagel chips that have the tiniest hint of cinnamon and sugar. If you look at the chips themselves you won't even see cinnamon and sugar on the coating. If you think the flavor is in the chip itself, wrong again. I won't be purchasing these again. What a let down Glutino. ",1,bagel
"The coating falls off or it just wasn't on there enough in the first place. I wanted to be able to have the same kind of experience as snacking on cinnamon and sugar cereal, but this just has a hint of sweet and cinnamon. If I put it into dip, the flavor has to come from the dip and then why bother. I won't waste my money again. ",1,bagel
"The product is definitely better than average.  Unfortunately after the product is shipped too much of the crackers is but crumbs.  I actually called to complain to the shipping company who very graciously sent out replacements.  I had hoped that the new batch would be more intact.  It was perhaps marginally better.  Glutino should work on the packaging as so much of their product is excellent, especially their rosemary and olive oil crackers. ",1,bagel
"These chips taste even better than non-gluten free bagel chips.  I couldn't believe I went through a box in no time at all (Scary!).  Unfortunately, Amazon's price of this writing, six bucks a box, is beyond crazy!  The boxes aren't very big to begin with!  I paid about four bucks at my local grocery store, and I've seen them on sale for less than three, so shop around! ",1,bagel
"I was noticing that our stores weren't always offering the plain gluten free bagel chips without dairy. I love eating these as a snack, but it is fantastic to have real croutons on my salad again. Thank goodness I can still find them at Amazon. ",1,bagel
"Even now a days it can be difficult to find gluten free products in the local grocery stores routinely. Amazon comes through again. These are great for snacking, putting on salads. We use them in place of bread crumbs, a big hit. ",1,bagel
The flavor & texture is just like wheat bagel chips but too many are broken in the box to make me want to buy them other than for special occasions 8( ,1,bagel
"they must not be completely DF, tho, cos something in there doesn't work for me... sooo sad to give them up, cos they have a Huge Crunch, great taste, just love 'em. ",1,bagel
"Picked up a box of these and we made Chex mix with GF pretzel sticks, peanuts, rice & corn chex equal to the amount of all 3 types in the normal recipe and used LEa & Perrins worchestshire sauce which is also GF. So good my 2 yr old is trying to eat it all. Another snack food reclaimed! ",1,bagel
"The crunchy texture is great. My son discovered my Parmesan garlic stash at home. When he heard he couldn't because it contains casein (cow's milk protein) he was very insistent. So I checked and found these. He's such a happy camper. If you have the type of person in your life living the GF CF diet, these are great in flavor and texture. Also glad I read that the package has improved so that there aren't so many crumbs. ",1,bagel
THESE ARE THE BEST GLUTEN FREE CRACKER/BAGEL/CHIPS EVER. THEY TASTE FANTASTIC AND YOU CAN NOT TELL THAT THEY ARE GLUTEN FREE BY THE TASTE OR TEXTURE. ,1,bagel
"I never liked gluten free bread, but I am in love with these bagel chips. They are quite small, but very tasty. For those of us who went gluten free but miss the taste of bread-based snacks - this one is great! Not just OK, but great. But beware: they are addictive :-_ ",1,bagel
But the first pg I opened was mostly crumbs. I picked out the few whole chips and will use the crumbs for soup or toppings. They taste good but I hope the other 5 pgs are more chips and less crumbs. ,1,bagel
"I've been totally Gluten Free for over five years so I'm always looking for yummy Gluten Free goodies. The Glutino Gluten Free Bagel Chips are nice and crunchy but VERY SALTY. Way too much salt for me. I'm going to buy some of my favorite Gluten Free bagels and make some bagel chips myself, probably garlic flavored, without all of that salt! ",1,bagel
Really great taste!  Sometimes though pkg has more crumbs than crackers and when your paying the price we pay for gluten free items I want crackers not crumbs.  It's happened to me with enough pkgs that I have to comment. ,1,bagel
"My husband has been gluten free for several years. He likes the Glutino crackers, too, but these are his favorites. ",1,bagel
"While most GF crackers have either a weird texture or lack flavor, these bagel chips are close to the real thing. Only problem is breakage, but the new sturdier box is an improvement. ",1,bagel
"I usually purchase these at our neighborhood Walmart, but I wanted a decent supply for a dinner party.  I served these with hummus, and everyone loved them whether they eat GF or not!  These are great for snacks as well! ",1,bagel
I love these with soups and salads.  Even just plain with cheese on them the are just great yo eat. ,1,bagel
"I have been eating these for the past year, since I became Gluten<br />intollerant.  They are wonderful !!  Unlike the Gluten free Bagels and<br />breads, they are REALLY, REALLY GOOD !!!!The only thing I don't<br />like is that there are too many broken pieces that are good for eating<br />out of the box but not for serving or spreading. ",1,bagel
I love the chips.....it is refreshing to get tasty gluten free products especially at the high prices GF products demand. ,1,bagel
"These are the closest thing to ""real"" food I can find gluten-free so far. They taste just like regular bagel chips and are versitile.  I use them in place of chips and crackers.  Only problem I have is my local grocery does not restock them often, so I'm left ordering in bulk.  Online sites all seems to run close to Amazon's price, though here it's a dollar or so cheaper.  The grocery store is less, but they are tough for me to get. ",1,bagel
"I am so happpppppy. I hope you have time to read this.<br />I was born in Amityville NY and can remember as a child NY bagels. I always was so glad on Saturday mornings as my Father would take me to get them. When I was 18 moved as I married an army man. We have traveled the country for 27 years and this past year finally came back to NY. We are stationed at FT. Drum. Watertown , NY. I was so happy to get back to NY for bagels. Now here's where you come in.<br /><br />I have tried bagels from Watertown, Syracuse , even went to Vermont in search of the perfect bagel. So disappointed for you've not had a bagel till you've had a NY one or so I thought. I was so disappointed in my search about to give up when I am a Amazon shopper. I found you there and said oh what the heck lets try. Thank God for your bagels I am so happy to have found real NY bagels. I will be ordering again soon as they are well worth it. You have made me very happy as they are delicious.<br /><br />Thanks again, ",1,bagel
There is nothing better than a real east coast bagel and these are that!  I discovered Goldberg Bagels when I recently visited Baltimore and I am so excited I can now have them delivered to Seattle.  Yummers... ,1,bagel
"I've ordered Goldbergs bagels for daughters on the west coast.....far, far from &#34;real&#34; bagels.  They're big and fresh and a real treat.  I ordered some for myself not believing the west coast reports, and found them to be really, really great bagels.  Love the Black Russian!  I feel, even with the shipping, that the cost is well worth it for the bagel fix everyone needs now and then, when living far from the possibility of getting the real deal....these bagels are the real deal! ",1,bagel
"Born & raised on real NY/NJ Jewish bagels for Sunday mornings&#8230;My favorite shop was on Elmora Ave Elizabeth, NJ, was closed on Saturdays for Shabbat! I continued that tradition with my daughter who moved to TX three years ago. I ordered these on Sunday to send to my daughter in Waco, TX. She'd been bugging me for a week or so and hunting NY Bagels on the internet yielded several highly rated bagel shops that ship. All were cost prohibitive due to shipping charges, not the bagels themselves. Well, you never know from a picture or user reviews (often they are written by paid reviewers who&#8217;ve never sampled the product). Well, the bagels arrived yesterday and she was thrilled. &#8220;They smell amazing&#8221;! was her first reaction&#8230;second text was, &#8220;Luke is cream cheesin my second one now. So F&#8217;n good!&#8221;&#8230;her only complaint was that she wished they were bigger. When pressed on bigger she clarified that as taller. Needless to say, the next time she gets a hankerin she&#8217;ll be ordering them herself. ",1,bagel
"I have had these bagels and can say they are the best I've had in years. They tasted freshly baked (the shipping was fast), and took me back to memories of warm bagels with a smear from years ago. I had an assortment and my taste buds can attest they are all delicious. The only drawback is the cost of shipping...sigh...which is the reason for the 4 not 5 stars. (These are large bagels, not the puny little ones often found in major grocery stores.) ",1,bagel
Really moist and delicious and convenient--a simply great and easy way to start you day and kids will love them too!,2,muffin
The flavors are the best. The two pack is easy to eat from. Not that boring at all to look at.,2,muffin
Just wish there was more banana nut muffins - they are the best of the bunch. Will probably order again,2,muffin
"These muffins were very moist and stayed that way until opened. After several weeks, they were still moist and fresh. They are a little small, but there are two in a package. The only problem is that they tend to stick to the paper cups a little, but this is not enough of a problem to keep me from buying more.",2,muffin
These muffins were very fresh and arrived on time as all of my Amazon purchases do. They were extremely moist and quite delicious. I was so glad to find them online since I've only seen them at Sam's Club. I only wish there were more banana nut muffins as opposed to blueberries.,2,muffin
"These are my favorite muffins now. They are so moist and good, I just got hooked on them right away.If you love muffins. You will love these.",2,muffin
Extremely Good and very Mouth Watering to the actual taste. Also tectured Very Nicely To the Touch and Feel,2,muffin
Love the Otis Spunkmeyer Muffins! You can actually freeze them if you don't eat them right away and when unfrozen they are still just as fresh and taste just as good,2,muffin
"Funny after taste...not impressed at all. Besides, the price here was 3x more expensive than the price at other physical stores.",2,muffin
"Absolutely delectable! I don't need them, but I think I can treat myself from time to time. And, I will. :-)",2,muffin
They weren't bad but some got crushed in the mail nobody wants pancake muffins but ya wouldn't do it again,2,muffin
"Most of the chocolate ones I received had mold on them, which made me not really want to eat the others. Disappointed with purchase. The brand is good - but I would play it safe and get them fromt he grocery store instead.",2,muffin
Quick and tasty! Item arrived fast and fresh. Would order again! Love the variety pack. Sent to college with daughter.,2,muffin
Delicious the best muffins ever will highly recommend them and buy them again. My kids love them there favorite is the chocolate one my favorite is the blueberry.,2,muffin
"A little pricey, but very delicious and worth that price! I love having the Banana Nut in the morning before I go to work its the best!",2,muffin
they arrived on time they were fresh its just all good know problems will order again and again i loved them going to order soon.,2,muffin
"I have been using this product for about 3 years now. When I was on Weight Watchers I would use no-fat egg substitute instead of eggs and apple sauce instead of oil, and each muffin would only be 2 points. And They.Are.Yummy. Now that I'm off WW, I still make them the same way because they taste just as good, and who needs the extra fat. I also like them because of the fiber and that's all I'll say about that. I used to get them at a warehouse store (3 packs), but that store stopped selling them. They are not cheap in the regular grocery store, so a friend recommended I see if they sell them through Amazon's subscription service and they did! Still not as cheap as they used to be at the warehouse store, BUT with the free shipping, they are much cheaper than going out the store and buying them. I eat two muffins a day, every day. LOVE them.",2,muffin
"These muffins are awesome!! I thought that they would be just okay which I would have been fine with since I need healthy snacks but they blew me away. The taste is amazing (better than any other mix I have ever made). I did use applesauce instead of oil and used egg whites instead of whole eggs. I only baked them until toothpick came out clean *for me that was 15 minutes. The tops weren't brown at the point but that is okay since I like to reheat muffins in the toaster oven which browns them up nicely. I personally do not like huge blueberries in my muffins so I was happy to see that they are little pieces. I am going to do subscribe & save now since I know I will be eating a LOT of these yummy treats. The banana ones are okay but you can definitely taste the ""healthy"" aspect to them. The blueberry ones do not have that healthy taste :)",2,muffin
"Fiber One also makes a pre-made, frozen version of these that Sam's Club carried on a limited run. After becoming addicted to these I searched high and low and found this mix on Amazon. They are terrific! High in fiber and low fat while still moist and delicious :) Just make sure not to eat the whole box at once...like I'm apt to do if I make the whole batch!",2,muffin
These taste as good as they are for you. My children actually love these and they can be quite picky eaters.,2,muffin
"These are yummy and delicious. The secret to making them the best is to add your own blueberries. You then get a delicious muffin that is easy to make with the taste of blueberries and high in fiber, low in fat. I checked the nutritional labeling on the package and do not see any transfat, so the reviewer that said that is not correct.",2,muffin
"Found this product when I started Weight Watchers program. They are low fat, high fiber, and very tasty. I am now at my goal but continue to eat them just because they are delicious and help me to stay at my goal.",2,muffin
My family uses Amazon's fabulous Subscribe & Save program. We alternate buying the Fiber One Blueberry Muffin Mix and the Fiber One Banana Nut Muffin Mix monthly. The muffins are delicious!,2,muffin
"What is there to say, it's muffin mix. For some reason unable to find in local stores anymore, glad to find it on Amazon. I use the low cholesterol instructions on side of box, they always come out good.",2,muffin
"to start each day is with two fresh, delicious Blueberry muffins and a hot cup of 1/2 and 1/2 coffee!",2,muffin
We have been baking and eating these muffins for quite some time and really like them. We freeze some and they are available as needed.,2,muffin
"I'm totally impressed. Great flavor, not gritty. I used the low fat directions, unsweetened applesauce and egg whites. Most excellant",2,muffin
"These were really good as packaged, but when I added some extra Maine Blueberries they were great! Use paper muffin cups for the best results.",2,muffin
"Who doesn't like muffins? Who doesn't like moist, tasty blueberry muffins that are easy to make? No one, ever. Ask about fiber and you will get a blank stare. Just don't ask. Make these and your family will add fiber to their diets willingly. And ask for more.",2,muffin
"I was buying this at the local store and they no longer carry it. Good stuff. Tasty and lots of fiber (ok, I'm old. I need a lot of fiber!) lol",2,muffin
Best muffin mix on the market in my opinion. Plus the added benefit of fiber. Easy prep and great taste. How much better could it be???,2,muffin
My husband used to stop at Dunkin Donuts for a muffin in the morning. He really likes these so now I make them for him so he can grab one on the way out the door. He also takes them to work to share with his work colleagues.,2,muffin
I absolutely love these...low fat high fiber. I do add a handful of blueberries as it is difficulte to get an authentic blueberry muffin taste from a box. But it's no bother they are just that good...YUM!,2,muffin
"My main requirement for blueberry muffins is real blueberries. But there's none to be found in this mix! I don't want anything artificial in something I cook, thank you. It's fine to have fake blueberries in something already-prepared, but if I actually have to get out bowls and muffin pans to cook, I need real ingredients and nutrition to justify my time!!",2,muffin
"I didn't check the calories, the ingredients, or any other wasteful measurement. My checklist included: Is it muffin mix? CHECK. Easy to make? CHECK. Taste delicious? CHECK, CHECK, mmmCHECK. Say they have something healthy on the box? CHECK. Boom, man food checklist done. Also, could have been a mistake, but I originally thought I ordered a 6-pack, but the receipt and packing list said 4-pack...but I got 6 boxes. Whaaaaaaaaaaaaat? AWESOME!!",2,muffin
"Based on the high ratings, I thought I would give these a shot. Wow! Who knew blue SweetTarts were passing for ""dried blueberries"" these days. And what's with the partially hydroginated oil? Come on, Betty Crocker. True, they don't taste horrible. But since it takes only 5 minutes to whip up a batter for real, high-fiber muffins (with no trans fats!) this product seems a waste of time.",2,muffin
"No blueberries to be found, they use blueberry concentrate to create a skittle like nodule. Not any blueberry flavor.",2,muffin
"These are the BEST blueberry muffins (mix) I've come across so far. I really like that they are much lower in calories than other muffins, and the blueberries are actually good (I hate blueberries).",2,muffin
these are the best muffin mix I've found. My kids adore them (I make mini muffins) and they're actually pretty decent in terms of ingredients (not a lot of preservatives or unhealthy junk).,2,muffin
"Not only are these quick and easy to make, but they are delicious! They taste like donuts or something. I still can't believe they're fat free. Great for breakfast.",2,muffin
These taste like regular blueberry muffins and do not taste fat free at all. My husband & I love them.,2,muffin
A favorite Amazon purchase. Make these all the time. I like to add two tablespoons of flax seed and 2 tsp. of grated lemon rind which i crumble by hand into a tablespoon ( more or less to taste depending on the amount of rind used) of sugar. I also add the drained blueberries to the dry mix before adding the water. The less stirring after the water is added the more tender the muffin.,2,muffin
"Makes great muffins, alas a bit on the sweet side. Super easy and fast to prepare, just mix it all up and bake. Will buy again.",2,muffin
I have to watch my fat intake but I like baked goods. This is the perfect answer. It is good quality and good taste and very easy to make.,2,muffin
These were a perfect treat for my daughter whose medical condition requires extreme low fat. I was surprised that they tasted so good!,2,muffin
"Tasty and simple, everyone loves a bite, so I highly recommend. Quick and easy and makes the house or office smell great. This price including shipping beats all local markets. Try other flavors, especially the cinnamon. I will buy again. I hope this helps someone.",2,muffin
"I have been so pleased with my Simple Mills purchase!! Every single member of my family of 4 , ranging from 10-35 yrs old and from picky to pickier, loved these muffins! Great job, Simple Mills, we will be back!",2,muffin
So great to find a gluten free product that is low glycemic! These mixes make eating gluten free healthy and easy. Bonus- the kids love them too!,2,muffin
These muffins far exceeded my expectations. They are incredibly easy to make and they are absolutely delicious! They turn out perfect every time and are just wonderful. It is priceless to have a mix that is as high in quality ingredients as this one. I will be a repeat buyer. Definitely.,2,muffin
"Amazing muffins, you won't believe they are made with almond flour since they are fluffy and soft. Very yummy. I just wish more mix was included. Each packet makes exactly 9 cupcake sized muffins.",2,muffin
"This is a good way to start the day and this box will keep you going for almost two months. Just add hot water and you're set. It's quick and easy to prepare and very filling. Plus, the variety pack will keep things interesting.",3,oatmeal
"I like the large variety of oatmeal but less that a week after purchasing this on Amazon (with Amazon Prime) for $18.59 on March 20th, I went to Costco and found the same exact product for $9.39. Save your money and buy it somewhere else.",3,oatmeal
I needed some more oatmeal for breakfast and this hit the spot. I myself need more than just one packet and will typically use a plain and another flavor to use up the plain oatmeal. I don't know anyone that wants to eat plain oatmeal but that is my solution for the packs rather than throwing them away. Several people complain of the price but not having to deal with going to the store for it and the taxes of it more than makes up for any differences.,3,oatmeal
"When I ordered this product there were many more flavors listed such as ""cinnamon roll"" & ""banana bread""....so this is why I ordered. When it came in the mail it only had 4 flavors. Cinnamon & Spice, Apples/Cinnamon, Maple Brown Sugar, & original. I won't be purchasing this again on Amazon.",3,oatmeal
"What is pictured and what you recieve is not the same! The picture when I ordered had 6 or 7 different flavors pictured, one being banana, which is the main reason I ordered and I recieved only original flavors. I will not recommend this seller and will never order from them again!",3,oatmeal
False advertisement here. The variety I received is not what I ordered. If you are out of a particular variety don't send a replacement unless you have contacted the customer for approval. I don't think I would order a bulk variety again. I'll order the individual flavors instead.,3,oatmeal
"I have been using this sort of product for decades and love the Quaker brand especially. I have used them back packing, as emergency foods at work, or simply for a routine breakfast fare. One package is usually enough for me.",3,oatmeal
"Was cheap when I got it, and I love that I can have a few months worth in a convenient large box. Best part? NO PEACHES flavor to have to avoid - yay!!",3,oatmeal
"If they removed the plain unflavored oatmeal, I would give it 5 stars. Between me (cinnamon and spice & maple) and my 4 year old grandson (every other flavor), we take care of all flavors but the plain unflavored.",3,oatmeal
